	FPKM	mean
FBtr0077408	11.66992	-0.14528
FBtr0077409	0.0	4.6098099999999995
FBtr0077410	0.0	3.47339
FBtr0077411	0.0	4.6098099999999995
FBtr0077412	0.0	-0.0930449
FBtr0077413	0.0	-0.0930449
FBtr0077415	16.732554999999998	0.812293
FBtr0077416	0.0	-0.141715
FBtr0077417	0.0	-0.0858023
FBtr0077418	0.0	-0.0284562
FBtr0077419	0.0	-0.0646115
FBtr0077420	0.0	-0.054248300000000006
FBtr0077422	0.0	-0.0687623
FBtr0077423	0.0	-0.0664034
FBtr0077425	0.0	42.2819
FBtr0077426	0.0	-0.171194
FBtr0077427	0.0	-0.171194
FBtr0077428	0.0	-0.08226180000000001
FBtr0077429	0.0	-0.11117300000000001
FBtr0077431	0.0	-0.13888699999999998
FBtr0077432	0.0	-0.100075
FBtr0077434	0.0	-0.0927985
FBtr0077435	41.076023	-0.180912
FBtr0077438	9.209367	-0.0883047
FBtr0077439	14.434373999999998	-0.140208
FBtr0077440	0.0	-0.145502
FBtr0077441	5.124671	-0.117101
FBtr0077442	27.524272999999997	-0.0946268
FBtr0077443	0.0	-0.144821
FBtr0077444	0.0	-0.0920948
FBtr0077446	0.0	-0.143717
FBtr0077447	0.0	-0.143717
FBtr0077448	0.0	-0.143717
FBtr0077450	20.537645	-0.146295
FBtr0077451	10.572041	-0.0933784
FBtr0077452	758.0020139999999	-0.13758299999999998
FBtr0077453	0.0	-0.12898800000000002
FBtr0077454	14.706797	-0.178223
FBtr0077455	38.400188	-0.0714483
FBtr0077456	30.938158	-0.13150599999999998
FBtr0077457	3.144505	-0.15978699999999998
FBtr0077458	0.0	-0.0800679
FBtr0077459	0.0	-0.0935697
FBtr0077460	0.0	-0.13636099999999998
FBtr0077462	30.482695	-0.118469
FBtr0077463	15.479301999999999	-0.0975776
FBtr0077464	5.206671	-0.0975776
FBtr0077465	27.866459000000003	-0.06387580000000001
FBtr0077466	0.0	-0.077315
FBtr0077467	0.0	-0.081613
FBtr0077468	0.0	-0.0708445
FBtr0077469	0.0	-0.058014800000000005
FBtr0077470	1627.487183	-0.08656010000000001
FBtr0077471	0.0	-0.09778189999999999
FBtr0077476	0.0	-0.059408800000000005
FBtr0077477	0.0	-0.0928698
FBtr0077478	0.0	-0.0664375
FBtr0077479	0.0	-0.086798
FBtr0077480	0.0	-0.086798
FBtr0077481	0.0	-0.086798
FBtr0077482	0.0	-0.086798
FBtr0077483	0.0	-0.088995
FBtr0077484	49.693290999999995	-0.149559
FBtr0077485	8.993201	-0.149559
FBtr0077490	0.0	1.24397
FBtr0077491	0.0	1.24397
FBtr0077492	0.0	17.067999999999998
FBtr0077493	0.0	-0.06745239999999998
FBtr0077494	0.0	-0.0626516
FBtr0077495	0.0	-0.07242710000000001
FBtr0077496	0.0	-0.106394
FBtr0077497	7.3743929999999995	-0.11785599999999999
FBtr0077498	20.844765	-0.12741
FBtr0077499	0.60923	-0.128054
FBtr0077500	0.0	-0.0832059
FBtr0077501	0.0	-0.07368
FBtr0077502	0.0	-0.07368
FBtr0077504	11.512646	-0.0787041
FBtr0077505	0.0	-0.0634622
FBtr0077506	0.0	-0.05479640000000001
FBtr0077509	0.0	-0.0990855
FBtr0077511	0.0	-0.13947
FBtr0077512	0.0	-0.13947
FBtr0077513	0.0	-0.13947
FBtr0077514	27.398353999999998	-0.11504500000000001
FBtr0077515	0.0	-0.0631464
FBtr0077516	0.0	-0.09838039999999999
FBtr0077517	15.208166	-0.0800597
FBtr0077519	5.231888	-0.119334
FBtr0077520	88.751778	-0.162802
FBtr0077521	21.367653	-0.162802
FBtr0077522	0.0	-0.140674
FBtr0077524	7.589138	-0.138214
FBtr0077525	53.905914	-0.11016
FBtr0077526	0.0	-0.0790424
FBtr0077529	0.0	-0.0545024
FBtr0077530	0.0	-0.12121199999999999
FBtr0077531	0.0	-0.12186300000000001
FBtr0077532	0.0	-0.149534
FBtr0077537	22.328255	-0.0790603
FBtr0077538	0.0	-0.138124
FBtr0077539	0.0	-0.06848480000000001
FBtr0077540	0.0	-0.0803768
FBtr0077541	0.0	-0.0838697
FBtr0077542	0.0	-0.0899462
FBtr0077543	0.0	-0.0746016
FBtr0077544	0.0	-0.06945010000000001
FBtr0077545	0.0	-0.0923229
FBtr0077546	0.0	-0.0483707
FBtr0077547	0.0	-0.0541827
FBtr0077549	0.0	-0.034747900000000005
FBtr0077550	0.0	0.41666400000000003
FBtr0077556	0.0	-0.09250169999999999
FBtr0077557	0.0	-0.0541128
FBtr0077558	0.0	-0.062574
FBtr0077560	0.0	-0.117453
FBtr0077561	0.0	-0.092386
FBtr0077562	35.565670000000004	-0.08494220000000001
FBtr0077563	0.0	-0.136979
FBtr0077567	0.0	-0.0651046
FBtr0077568	0.0	-0.0803994
FBtr0077569	25.267014	-0.0862536
FBtr0077570	0.0	-0.10266099999999999
FBtr0077571	0.445032	-0.10266099999999999
FBtr0077572	0.0	-0.19416
FBtr0077573	17.850512	-0.13364600000000001
FBtr0077574	0.0	-0.112543
FBtr0077575	14.597716	-0.00771945
FBtr0077576	38.337139	-0.11520799999999999
FBtr0077577	0.0	-0.0581288
FBtr0077578	0.0	-0.0933209
FBtr0077580	0.0	-0.107145
FBtr0077583	0.0	-0.088642
FBtr0077584	0.0	-0.0823765
FBtr0077586	0.0	-0.09846680000000001
FBtr0077587	0.0	-0.108243
FBtr0077588	0.0	-0.08396870000000001
FBtr0077589	14.271834	-0.101613
FBtr0077590	0.0	-0.0429151
FBtr0077591	0.0	-0.09911439999999999
FBtr0077592	0.0	-0.04573630000000001
FBtr0077594	32.484024	-0.134767
FBtr0077603	16.253752	-0.108976
FBtr0077604	7.941161999999999	-0.0930719
FBtr0077605	0.0	-0.08933780000000001
FBtr0077606	0.0	-0.08933780000000001
FBtr0077607	0.0	-0.08933780000000001
FBtr0077608	0.0	-0.0886447
FBtr0077609	0.0	-0.0886447
FBtr0077612	0.0	-0.0980359
FBtr0077613	0.0	-0.10931300000000001
FBtr0077616	71.467102	-0.0315006
FBtr0077617	35.65097	-0.14915799999999999
FBtr0077618	0.0	-0.115074
FBtr0077619	0.0	-0.07014069999999999
FBtr0077621	13.936279999999998	-0.149515
FBtr0077622	0.0	-0.149515
FBtr0077623	0.0	-0.149515
FBtr0077625	2.72982	-0.111549
FBtr0077626	16.282958999999998	-0.111549
FBtr0077627	0.0	0.03340630000000001
FBtr0077628	0.0	-0.112318
FBtr0077629	38.159855	-0.122993
FBtr0077630	4.442821	-0.14915599999999998
FBtr0077631	2.584866	-0.174583
FBtr0077632	0.0	-0.145244
FBtr0077633	16.607899	-0.145244
FBtr0077634	0.0	-0.0944658
FBtr0077637	0.0	-0.111792
FBtr0077638	0.0	-0.111792
FBtr0077639	0.0	-0.0717475
FBtr0077640	0.0	-0.0717475
FBtr0077641	66.486458	-0.0891164
FBtr0077642	23.885099	-0.153679
FBtr0077643	19.386761	-0.12726400000000002
FBtr0077644	10.348301	-0.11790999999999999
FBtr0077645	0.0	-0.11790999999999999
FBtr0077646	0.0	-0.122524
FBtr0077647	0.0	-0.111296
FBtr0077648	47.979351	-0.146046
FBtr0077650	1.578563	-0.108501
FBtr0077651	0.0	-0.11190599999999999
FBtr0077652	29.191257	-0.11190599999999999
FBtr0077653	12.973099000000001	-0.167399
FBtr0077654	0.0	-0.08925219999999999
FBtr0077655	3.5698019999999997	-0.0905676
FBtr0077656	0.0	-0.0996512
FBtr0077657	0.0	-0.103005
FBtr0077658	0.0	-0.07065189999999999
FBtr0077659	0.0	-0.09524969999999999
FBtr0077660	0.0	-0.110615
FBtr0077661	0.0	-0.0738961
FBtr0077662	0.0	-0.0595539
FBtr0077663	0.0	-0.0821171
FBtr0077664	0.0	-0.0821171
FBtr0077665	0.0	-0.0595539
FBtr0077666	12.591092	-0.11208800000000001
FBtr0077667	24.668036999999998	-0.08528630000000001
FBtr0077669	25.157307	-0.12557000000000001
FBtr0077670	42.310139	-0.129218
FBtr0077671	0.0	-0.104523
FBtr0077672	0.0	-0.11448499999999999
FBtr0077673	0.0	-0.0981507
FBtr0077674	75.791679	-0.105548
FBtr0077675	23.824856	-0.162328
FBtr0077676	61.514954	-0.120768
FBtr0077677	16.932589	-0.120768
FBtr0077678	51.533913	-0.120369
FBtr0077679	20.618595000000003	-0.06025030000000001
FBtr0077680	0.0	-0.109176
FBtr0077682	1.475889	-0.109176
FBtr0077683	5.027311	-0.109176
FBtr0077684	22.043167	-0.0942205
FBtr0077685	149.02041599999998	-0.047006599999999996
FBtr0077686	0.0	-0.037730099999999996
FBtr0077687	0.0	-0.043839300000000005
FBtr0077689	0.0	-0.0829453
FBtr0077691	0.0	-0.0398995
FBtr0077692	0.0	-0.0823135
FBtr0077693	67.801674	-0.0830763
FBtr0077694	35.981281	-0.154809
FBtr0077697	0.0	-0.0812885
FBtr0077698	0.0	-0.057096900000000006
FBtr0077699	0.0	-0.102584
FBtr0077700	0.0	-0.0692896
FBtr0077702	0.0	-0.09934689999999999
FBtr0077705	0.0	-0.0918843
FBtr0077706	0.0	-0.0918843
FBtr0077707	0.0	-0.0918843
FBtr0077708	0.0	-0.0850128
FBtr0077712	67.37957	-0.08673049999999999
FBtr0077713	0.0	-0.22087600000000002
FBtr0077714	117.136627	-0.197401
FBtr0077715	14.351021	-0.169775
FBtr0077716	29.44388	-0.146467
FBtr0077717	39.72229	-0.148046
FBtr0077718	17.39197	-0.139695
FBtr0077719	116.667397	-0.13251500000000002
FBtr0077720	0.0	-0.125105
FBtr0077721	0.0	-0.11367000000000001
FBtr0077722	0.0	-0.116256
FBtr0077723	0.0	1.71872
FBtr0077726	0.0	-0.03865759999999999
FBtr0077727	0.0	-0.03865759999999999
FBtr0077728	0.0	-0.049324900000000005
FBtr0077730	0.0	-0.137087
FBtr0077731	39.339203000000005	-0.14835399999999999
FBtr0077734	40.180824	-0.14835399999999999
FBtr0077735	50.745518	-0.14315799999999998
FBtr0077736	21.181343	-0.0923045
FBtr0077737	2.683334	-0.09547860000000001
FBtr0077739	80.92305	-0.12600799999999998
FBtr0077740	0.0	-0.150078
FBtr0077743	0.0	-0.104807
FBtr0077744	6.3291260000000005	-0.0981192
FBtr0077745	10.34598	-0.135305
FBtr0077746	25.580460000000002	-0.0910332
FBtr0077747	0.0	-0.115567
FBtr0077748	0.0	-0.0742811
FBtr0077750	0.0	-0.114219
FBtr0077751	16.246353	-0.107458
FBtr0077753	0.0	-0.075947
FBtr0077754	0.0	-0.0787049
FBtr0077755	0.0	-0.0787049
FBtr0077756	0.0	-0.0897895
FBtr0077757	0.0	-0.0434195
FBtr0077758	0.0	-0.057901999999999995
FBtr0077762	22.465425	-0.09638660000000002
FBtr0077763	0.0	-0.09638660000000002
FBtr0077764	16.046623	-0.139928
FBtr0077765	8.942463	0.100577
FBtr0077766	0.0	0.324205
FBtr0077767	9.785475	-0.12904200000000002
FBtr0077768	2.783357	-0.12281700000000001
FBtr0077769	0.0	-0.0807492
FBtr0077770	1.01463	-0.0758122
FBtr0077771	0.0	-0.16360999999999998
FBtr0077772	0.0	-0.0953043
FBtr0077773	0.0	-0.0936535
FBtr0077775	0.0	-0.103427
FBtr0077777	0.961838	-0.11986400000000001
FBtr0077778	2.9904439999999997	-0.11986400000000001
FBtr0077779	79.178383	-0.11986400000000001
FBtr0077780	0.961838	-0.11986400000000001
FBtr0077781	0.0	-0.100741
FBtr0077782	0.0	-0.0844202
FBtr0077787	0.0	-0.127021
FBtr0077788	0.0	-0.127893
FBtr0077790	0.0	-0.123884
FBtr0077791	17.093052	-0.106833
FBtr0077792	0.0	-0.0873151
FBtr0077793	2.350547	0.443719
FBtr0077794	0.0	0.443719
FBtr0077795	31.038727	0.443719
FBtr0077796	0.0	0.26095999999999997
FBtr0077797	2.024365	0.26095999999999997
FBtr0077798	0.0	0.443719
FBtr0077799	0.0	-0.06768239999999999
FBtr0077800	0.0	-0.0926785
FBtr0077801	0.0	-0.0862702
FBtr0077802	0.0	-0.0723533
FBtr0077803	0.0	-0.055611400000000005
FBtr0077804	0.0	-0.0575649
FBtr0077805	0.0	-0.0797567
FBtr0077806	0.0	-0.07002989999999999
FBtr0077807	0.0	-0.08888760000000001
FBtr0077808	0.0	-0.126796
FBtr0077809	0.0	-0.180623
FBtr0077810	15.091157999999998	-0.0936421
FBtr0077811	2.762152	-0.127397
FBtr0077812	0.0	-0.0819554
FBtr0077813	8.474966	-0.13410899999999998
FBtr0077814	8.453708	-0.11438599999999999
FBtr0077815	0.0	-0.134495
FBtr0077816	91.57596600000001	-0.151134
FBtr0077817	0.0	-0.058707600000000006
FBtr0077818	0.0	-0.06703880000000001
FBtr0077819	0.0	-0.0737972
FBtr0077821	0.0	-0.07673619999999999
FBtr0077822	0.0	-0.181875
FBtr0077823	0.0	-0.181875
FBtr0077824	0.0	-0.113142
FBtr0077825	0.0	-0.0714185
FBtr0077826	0.0	-0.0683755
FBtr0077827	0.0	0.149059
FBtr0077828	108.72404499999999	-0.158499
FBtr0077829	33.089825	-0.159253
FBtr0077830	34.038181	-0.08382360000000001
FBtr0077831	2.393779	-0.08382360000000001
FBtr0077832	5.352764	-0.0752916
FBtr0077834	0.0	-0.11411800000000001
FBtr0077835	19.766648999999997	-0.135659
FBtr0077836	10.585069	-0.117325
FBtr0077837	5.149881	-0.111228
FBtr0077838	0.0	-0.101754
FBtr0077839	0.0	-0.0809073
FBtr0077840	3.5254480000000004	0.0174736
FBtr0077842	18.511559	-0.13120199999999999
FBtr0077843	80.544815	-0.0973549
FBtr0077844	35.278934	-0.12142599999999999
FBtr0077845	0.0	-0.03221690000000001
FBtr0077848	34.732475	-0.130433
FBtr0077849	0.0	-0.130433
FBtr0077850	27.45982	-0.015331000000000001
FBtr0077851	0.0	-0.015331000000000001
FBtr0077852	18.971422	-0.07167480000000001
FBtr0077853	0.0	-0.056540999999999994
FBtr0077854	0.0	-0.0675743
FBtr0077860	0.0	0.40599
FBtr0077861	0.0	-0.071232
FBtr0077862	0.0	-0.0835798
FBtr0077863	0.0	-0.10250799999999999
FBtr0077867	32.136425	-0.14694100000000002
FBtr0077868	0.0	-0.14694100000000002
FBtr0077869	38.638011999999996	-0.07135
FBtr0077870	0.0	-0.08270219999999999
FBtr0077871	0.0	-0.105428
FBtr0077872	0.0	64.2809
FBtr0077873	0.0	-0.0808325
FBtr0077874	0.0	-0.054273199999999994
FBtr0077876	27.538965	-0.116182
FBtr0077877	0.0	-0.07612999999999999
FBtr0077878	0.0	-0.09670880000000001
FBtr0077881	98.649658	-0.08860739999999999
FBtr0077882	13.569392	-0.16585999999999998
FBtr0077883	5.58881	-0.109931
FBtr0077884	39.088809999999995	-0.181122
FBtr0077885	0.0	-0.12489600000000001
FBtr0077886	0.0	-0.0663383
FBtr0077887	0.0	-0.130687
FBtr0077888	0.0	-0.116202
FBtr0077891	0.0	-0.0993553
FBtr0077893	0.0	-0.07462739999999998
FBtr0077894	0.0	-0.059003999999999994
FBtr0077896	0.0	-0.1018
FBtr0077897	0.0	-0.0698508
FBtr0077899	0.0	-0.06554639999999999
FBtr0077901	0.0	-0.0805927
FBtr0077902	0.0	-0.0768941
FBtr0077903	7.657788	-0.101914
FBtr0077904	16.840601	-0.129669
FBtr0077905	0.0	-0.116138
FBtr0077906	0.0	-0.105277
FBtr0077907	0.0	-0.116138
FBtr0077908	21.931122	-0.116138
FBtr0077909	564.6125490000001	-0.116138
FBtr0077910	0.0	-0.06899060000000001
FBtr0077911	0.0	-0.12194200000000001
FBtr0077912	6.792425	-0.07303899999999999
FBtr0077915	35.430321	-0.0899038
FBtr0077916	10.570721	-0.09258889999999999
FBtr0077917	0.0	-0.0908536
FBtr0077919	0.0	-0.0894044
FBtr0077920	0.0	-0.126466
FBtr0077921	0.0	-0.0829
FBtr0077922	0.0	-0.0586846
FBtr0077924	0.0	-0.07062080000000001
FBtr0077925	0.0	-0.07062080000000001
FBtr0077926	0.0	-0.103502
FBtr0077928	0.0	-0.0942568
FBtr0077929	0.0	-0.121529
FBtr0077930	0.0	-0.09683839999999999
FBtr0077931	0.0	-0.10915599999999999
FBtr0077932	0.0	-0.11073
FBtr0077933	0.0	-0.08188250000000001
FBtr0077936	0.0	-0.0959485
FBtr0077937	0.0	-0.0959485
FBtr0077938	0.0	-0.0959485
FBtr0077939	0.0	-0.0959485
FBtr0077941	0.0	-0.0553271
FBtr0077942	0.0	-0.0761105
FBtr0077943	0.0	-0.083201
FBtr0077944	0.0	-0.0881326
FBtr0077946	0.0	-0.0915403
FBtr0077947	0.0	-0.10261600000000001
FBtr0077948	0.0	-0.0567558
FBtr0077949	0.0	-0.09578919999999999
FBtr0077951	0.0	-0.0803138
FBtr0077952	23.470512	-0.193521
FBtr0077953	28.934809	-0.191589
FBtr0077954	0.0	-0.159365
FBtr0077955	0.0	-0.141043
FBtr0077956	23.061001	-0.117198
FBtr0077957	0.0	-0.125593
FBtr0077958	0.0	-0.150928
FBtr0077959	12.621433999999999	-0.144993
FBtr0077960	53.298469999999995	-0.183577
FBtr0077961	22.341717000000003	-0.11162000000000001
FBtr0077962	30.547653000000004	-0.104431
FBtr0077964	41.496047999999995	-0.140189
FBtr0077965	3.7522580000000003	-0.111006
FBtr0077966	14.589972	-0.142792
FBtr0077968	0.0	-0.08353680000000001
FBtr0077971	2.661	-0.182289
FBtr0077972	0.0	-0.17188699999999998
FBtr0077973	0.0	-0.08444739999999999
FBtr0077977	0.0	-0.144042
FBtr0077978	19.847841	-0.162847
FBtr0077979	11.763347	-0.107903
FBtr0077980	23.254204	-0.138883
FBtr0077981	0.0	-0.113357
FBtr0077982	0.0	-0.113357
FBtr0077985	55.348843	-0.109149
FBtr0077986	0.0	-0.0927321
FBtr0077987	20.105711	-0.0907753
FBtr0077988	24.288395	-0.0907753
FBtr0077989	0.0	-0.0877513
FBtr0077993	16.182714	-0.10127699999999999
FBtr0077994	0.0	-0.0698473
FBtr0077997	0.0	-0.07483089999999999
FBtr0077998	0.0	-0.060739699999999994
FBtr0077999	0.0	-0.0516228
FBtr0078000	0.0	-0.0977418
FBtr0078001	0.0	-0.0683087
FBtr0078003	0.0	-0.0715361
FBtr0078004	0.0	-0.07380039999999999
FBtr0078005	0.0	-0.0873892
FBtr0078006	0.0	-0.101092
FBtr0078007	0.0	-0.061957000000000005
FBtr0078008	28.506092	-0.0827847
FBtr0078009	30.798948	-0.112997
FBtr0078010	1.0295379999999998	-0.16051400000000002
FBtr0078011	29.657194	-0.12256700000000001
FBtr0078012	47.371876	-0.154676
FBtr0078013	12.926578	-0.161327
FBtr0078014	0.0	-0.161327
FBtr0078015	0.0	-0.161327
FBtr0078016	27.505778999999997	-0.184309
FBtr0078017	0.0	-0.07912860000000001
FBtr0078018	0.0	-0.10466600000000001
FBtr0078023	0.0	-0.13543
FBtr0078025	0.0	-0.12271199999999999
FBtr0078028	0.0	-0.0800576
FBtr0078030	64.60218	-0.11864200000000001
FBtr0078031	0.0	-0.12906800000000002
FBtr0078032	0.0	-0.12906800000000002
FBtr0078033	0.0	-0.12906800000000002
FBtr0078034	6.957052	-0.126682
FBtr0078037	0.0	-0.09551860000000001
FBtr0078038	6.191643	-0.100548
FBtr0078039	22.054423999999997	-0.137302
FBtr0078040	0.0	-0.132357
FBtr0078041	13.647039000000001	-0.12401
FBtr0078042	0.0	-0.12053399999999999
FBtr0078043	0.0	-0.058932500000000006
FBtr0078045	0.0	-0.0710148
FBtr0078047	4.448193	-0.10401300000000001
FBtr0078048	0.0	-0.0836177
FBtr0078049	0.0	-0.10401300000000001
FBtr0078050	0.0	-0.0836177
FBtr0078052	0.0	-0.128841
FBtr0078053	0.0	-0.07675610000000001
FBtr0078054	16.206675	-0.0926548
FBtr0078055	117.39877299999999	-0.131848
FBtr0078056	1634.578491	-0.11096099999999999
FBtr0078057	0.0	-0.12847
FBtr0078058	0.0	-0.0684615
FBtr0078059	0.0	-0.119501
FBtr0078060	33.381538	-0.13911600000000002
FBtr0078061	0.0	-0.0847026
FBtr0078062	0.0	-0.0976381
FBtr0078063	0.0	-0.136054
FBtr0078064	0.0	22.9296
FBtr0078066	14.278526999999999	-0.121125
FBtr0078067	12.393394	-0.11707999999999999
FBtr0078068	23.501595000000002	-0.106682
FBtr0078069	40.3479	-0.146982
FBtr0078070	0.0	-0.132444
FBtr0078071	14.91407	-0.059873199999999994
FBtr0078074	27.273011999999998	-0.11321500000000001
FBtr0078075	0.0	-0.106501
FBtr0078076	0.0	-0.11456
FBtr0078078	0.0	-0.09266189999999999
FBtr0078079	0.0	-0.102155
FBtr0078080	73.685349	-0.114972
FBtr0078081	155.329361	-0.0960461
FBtr0078082	1.4178469999999999	-0.0899054
FBtr0078083	44.295921	-0.0808014
FBtr0078084	0.035649	-0.0808014
FBtr0078087	51.210978999999995	0.334602
FBtr0078088	0.0	0.444405
FBtr0078089	39.139675	-0.133089
FBtr0078090	65.619377	-0.1012
FBtr0078093	0.0	-0.110705
FBtr0078094	19.07214	-0.0431046
FBtr0078095	0.0	-0.0431046
FBtr0078096	0.0	-0.09743560000000001
FBtr0078098	0.0	-0.0720724
FBtr0078099	0.0	-0.0940663
FBtr0078100	20.266882	-0.142209
FBtr0078101	5.514098000000001	-0.15519000000000002
FBtr0078103	22.59149	-0.062712
FBtr0078104	33.90675	-0.105674
FBtr0078114	88.31118000000001	-0.143235
FBtr0078115	1.709944	-0.143235
FBtr0078116	30.641106	-0.175196
FBtr0078117	65.118675	-0.143046
FBtr0078118	4.192383	-0.143046
FBtr0078119	14.054775	-0.132952
FBtr0078121	0.0	-0.0866383
FBtr0078122	0.0	-0.0866383
FBtr0078123	25.297995	-0.0732452
FBtr0078124	82.554497	0.974734
FBtr0078125	12.257833	-0.154632
FBtr0078126	0.0	-0.0962079
FBtr0078127	0.0	-0.09285260000000001
FBtr0078128	34.414009	-0.11855
FBtr0078129	23.260424	-0.163153
FBtr0078130	46.681675	-0.148778
FBtr0078131	219.71749900000003	-0.113501
FBtr0078133	60.540881999999996	-0.11670699999999999
FBtr0078134	0.0	-0.11429500000000001
FBtr0078135	0.0	-0.0941434
FBtr0078136	9.756739	-0.10531099999999999
FBtr0078137	0.0	-0.08944810000000002
FBtr0078139	92.815834	-0.0739792
FBtr0078140	17.717216	-0.143973
FBtr0078141	0.0	-0.143973
FBtr0078142	0.0	-0.105474
FBtr0078143	3.8199650000000003	-0.119906
FBtr0078144	19.470842	-0.0355297
FBtr0078145	1.458944	-0.0355297
FBtr0078146	0.0	-0.13536600000000001
FBtr0078147	15.533728	-0.117201
FBtr0078153	0.0	-0.049177099999999994
FBtr0078154	0.0	-0.049177099999999994
FBtr0078155	0.0	-0.049177099999999994
FBtr0078156	0.0	-0.0555842
FBtr0078157	0.0	-0.0555842
FBtr0078158	0.0	-0.0555842
FBtr0078159	0.0	-0.0555842
FBtr0078160	0.0	-0.0570528
FBtr0078163	0.0	0.0
FBtr0078164	0.0	0.0
FBtr0078166	0.0	0.0
FBtr0078167	0.0	0.0
FBtr0078168	0.0	0.0
FBtr0078169	0.0	0.0
FBtr0078170	12.272181	0.0
FBtr0078171	0.0	0.0
FBtr0078172	0.0	-0.036967
FBtr0078173	144.578522	-0.108293
FBtr0078174	66.994064	-0.108293
FBtr0078175	6.115953	-0.108293
FBtr0078176	14.238792000000002	-0.108293
FBtr0078177	4.356808999999999	-0.108293
FBtr0078178	5.8149239999999995	-0.161403
FBtr0078179	0.0	-0.11135899999999999
FBtr0078181	35.015839	-0.12277300000000001
FBtr0078183	0.0	-0.102063
FBtr0078184	0.0	-0.119122
FBtr0078185	44.482535999999996	-0.127915
FBtr0078186	42.649769	-0.159932
FBtr0078187	0.0	-0.169406
FBtr0078188	0.0	-0.120847
FBtr0078189	0.0	-0.137044
FBtr0078190	8.322395	-0.13949
FBtr0078191	0.0	0.340169
FBtr0078192	20.981209	-0.104923
FBtr0078193	0.0	-0.111796
FBtr0078194	43.972256	-0.10584600000000001
FBtr0078195	0.0	-0.0705722
FBtr0078196	0.0	-0.07016560000000001
FBtr0078197	0.0	-0.108475
FBtr0078198	45.856861	-0.10351199999999999
FBtr0078199	0.0	-0.126627
FBtr0078200	9.337591999999999	-0.0986997
FBtr0078201	0.0	-0.0444329
FBtr0078202	7.726746	-0.110597
FBtr0078203	6.431118	-0.110597
FBtr0078204	3.8027599999999997	-0.10991600000000001
FBtr0078205	0.0	-0.0983654
FBtr0078206	0.0	-0.017474400000000005
FBtr0078207	0.0	-0.0288841
FBtr0078208	0.0	-0.06419159999999999
FBtr0078209	31.041742	-0.15071800000000002
FBtr0078210	7.310747999999999	-0.14544
FBtr0078211	0.0	-0.080319
FBtr0078212	0.0	0.7791899999999999
FBtr0078213	0.0	-0.06853830000000001
FBtr0078214	67.79673000000001	-0.049093300000000006
FBtr0078215	19.074078	-0.12970399999999999
FBtr0078216	1.454467	-0.0505214
FBtr0078217	0.0	-0.0505214
FBtr0078218	0.0	-0.0505214
FBtr0078219	0.0	-0.0505214
FBtr0078220	0.0	-0.0291178
FBtr0078221	16.85396	-0.0291178
FBtr0078222	62.953255000000006	-0.08331910000000001
FBtr0078223	0.0	-0.0617703
FBtr0078224	78.301369	-0.0969275
FBtr0078225	0.0	-0.108798
FBtr0078226	0.0	-0.108798
FBtr0078227	67.38266800000001	-0.115166
FBtr0078230	10.164566	-0.06179540000000001
FBtr0078231	0.0	-0.12216600000000001
FBtr0078232	19.065348	-0.12216600000000001
FBtr0078233	0.0	-0.0976076
FBtr0078234	0.0	-0.056411
FBtr0078235	26.494364	-0.12121400000000002
FBtr0078238	0.0	-0.105853
FBtr0078240	0.0	-0.104157
FBtr0078241	7.099228999999999	-0.13153299999999998
FBtr0078242	15.370356	-0.120348
FBtr0078243	0.0	-0.06960830000000001
FBtr0078245	0.0	-0.13742100000000002
FBtr0078246	1.799277	-0.07265869999999999
FBtr0078247	110.99722299999999	0.880782
FBtr0078250	9.338068	0.880782
FBtr0078251	57.73658399999999	-0.0939204
FBtr0078252	7.3593399999999995	-0.143218
FBtr0078253	118.600365	-0.143769
FBtr0078254	6.515404	-0.143218
FBtr0078255	2.9178830000000002	-0.1139
FBtr0078256	105.597977	-0.123299
FBtr0078262	0.0	1.8203599999999998
FBtr0078263	0.18471400000000002	-0.124472
FBtr0078264	0.0	-0.108958
FBtr0078265	0.0	-0.0755732
FBtr0078266	0.0	-0.128052
FBtr0078267	0.0	-0.0714914
FBtr0078268	0.0	-0.05470800000000001
FBtr0078269	0.0	-0.108323
FBtr0078270	0.0	-0.12335
FBtr0078271	25.447924	-0.110846
FBtr0078272	5.548801	-0.0834224
FBtr0078273	0.0	-0.0857841
FBtr0078274	0.0	-0.0806104
FBtr0078275	0.0	-0.0806104
FBtr0078276	9.326797000000001	-0.11930299999999999
FBtr0078277	66.857826	-0.062230799999999996
FBtr0078278	43.863667	-0.114251
FBtr0078279	29.502844	-0.0733936
FBtr0078280	4.643732	-0.06415470000000001
FBtr0078281	0.0	-0.0547153
FBtr0078283	0.0	-0.06375059999999999
FBtr0078284	0.0	-0.06676
FBtr0078286	0.0	-0.0885545
FBtr0078287	6.602385000000001	-0.124571
FBtr0078288	4.283551999999999	-0.14673599999999998
FBtr0078289	21.059813000000002	-0.11428699999999999
FBtr0078290	0.0	-0.0639339
FBtr0078291	0.0	-0.0745181
FBtr0078292	0.0	-0.156246
FBtr0078297	0.0	-0.14263900000000002
FBtr0078298	0.0	-0.10155800000000001
FBtr0078299	0.0	-0.114107
FBtr0078300	0.0	-0.08500629999999999
FBtr0078305	53.687515000000005	0.770655
FBtr0078306	0.0	-0.0884672
FBtr0078307	0.0	-0.160028
FBtr0078309	23.577047	3.9934199999999995
FBtr0078310	0.0	-0.0800244
FBtr0078311	0.0	-0.10880899999999999
FBtr0078312	0.0	-0.10880899999999999
